model,model_name,stim_id,word,word_type,word_length,ordering,order_method,a_is,b_is,raw_text,parsed_answer,choice,generation_time_s,num_tokens_generated,attempts,repeat,temperature
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,8,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,2.81,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,8,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,6.49,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,8,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,3.25,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,8,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2,2,texture,3.3,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,8,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,afnafq,random,6,shape_first,fixed,shape,texture,2.,2,texture,2.8,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,3.25,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,2.79,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,2.28,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,8,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,3.85,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,8,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,3.77,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,2.78,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,ieyiccw,random,7,shape_first,fixed,shape,texture,2,2,texture,2.78,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,ieyiccw,random,7,texture_first,fixed,texture,shape,2.,2,shape,3.31,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,shiple,sudo,6,shape_first,fixed,shape,texture,2.,2,texture,6.4,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,orvufaig,random,8,shape_first,fixed,shape,texture,2,2,texture,3.31,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,4.36,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,2.79,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,shiple,sudo,6,shape_first,fixed,shape,texture,2.,2,texture,2.76,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,2.78,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,qahftrxck,random,9,shape_first,fixed,shape,texture,2.,2,texture,3.32,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,3.81,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,afnafq,random,6,shape_first,fixed,shape,texture,2,2,texture,3.3,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,3.29,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2.,2,texture,3.82,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,3.35,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,ieyiccw,random,7,shape_first,fixed,shape,texture,2.,2,texture,3.81,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,ieyiccw,random,7,texture_first,fixed,texture,shape,2.,2,shape,3.32,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,4.36,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,9,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,3.29,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,2.83,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,2.75,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,2.76,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,clapher,sudo,7,texture_first,fixed,texture,shape,2.,2,shape,2.73,3,2,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,qahftrxck,random,9,shape_first,fixed,shape,texture,2,2,texture,1.73,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,3.33,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,2.81,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,3.87,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2,2,texture,3.33,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,2.79,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,adinefults,sudo,10,shape_first,fixed,shape,texture,2.,2,texture,3.84,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,adinefults,sudo,10,texture_first,fixed,texture,shape,2.,2,shape,3.32,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,3.31,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,shiple,sudo,6,texture_first,fixed,texture,shape,2.,2,shape,3.26,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,afnafq,random,6,shape_first,fixed,shape,texture,2.,2,texture,3.28,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,afnafq,random,6,texture_first,fixed,texture,shape,2.,2,shape,3.3,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,3.26,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,clapher,sudo,7,texture_first,fixed,texture,shape,2.,2,shape,3.31,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,ieyiccw,random,7,shape_first,fixed,shape,texture,2.,2,texture,2.78,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,2.79,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,plailass,sudo,8,shape_first,fixed,shape,texture,2.,2,texture,2.81,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,4.9,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,orvufaig,random,8,shape_first,fixed,shape,texture,2.,2,texture,3.85,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,3.3,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,qahftrxck,random,9,shape_first,fixed,shape,texture,2.,2,texture,2.76,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,3.29,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,adinefults,sudo,10,shape_first,fixed,shape,texture,2.,2,texture,2.8,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,adinefults,sudo,10,texture_first,fixed,texture,shape,2.,2,shape,3.3,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,orvufaig,random,8,shape_first,fixed,shape,texture,2,2,texture,3.29,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,10,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,3.85,2,4,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,3.32,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,3.36,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,3.85,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,3.37,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,ieyiccw,random,7,shape_first,fixed,shape,texture,2.,2,texture,2.83,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,ieyiccw,random,7,texture_first,fixed,texture,shape,2.,2,shape,3.85,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,afnafq,random,6,shape_first,fixed,shape,texture,2.,2,texture,7.04,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,3.83,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2.,2,texture,7.49,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,4.87,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,2.82,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,2.81,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,3.88,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,3.86,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,orvufaig,random,8,shape_first,fixed,shape,texture,2,2,texture,3.34,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,3.26,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,qahftrxck,random,9,shape_first,fixed,shape,texture,2,2,texture,3.33,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,3.34,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,2.77,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,11,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,15.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,3.98,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,3.26,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2.,2,texture,3.86,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,12,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2.,2,shape,3.29,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,afnafq,random,6,shape_first,fixed,shape,texture,2.,2,texture,2.82,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,afnafq,random,6,texture_first,fixed,texture,shape,2.,2,shape,2.23,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,4.36,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,3.44,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,3.76,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,ieyiccw,random,7,shape_first,fixed,shape,texture,1.,1,shape,3.32,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,ieyiccw,random,7,texture_first,fixed,texture,shape,2.,2,shape,2.75,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,qahftrxck,random,9,shape_first,fixed,shape,texture,2,2,texture,2.8,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,2.81,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,3.32,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,4.36,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,3.82,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,3.34,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,3.31,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,3.33,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,plailass,sudo,8,shape_first,fixed,shape,texture,1.,1,shape,6.42,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,3.32,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,2.79,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,13,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2.,2,shape,3.82,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,3.89,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,3.32,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,afnafq,random,6,shape_first,fixed,shape,texture,2.,2,texture,3.35,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,3.86,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,3.31,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,4.32,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,ieyiccw,random,7,shape_first,fixed,shape,texture,2.,2,texture,3.82,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,ieyiccw,random,7,texture_first,fixed,texture,shape,2.,2,shape,3.81,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,plailass,sudo,8,shape_first,fixed,shape,texture,2.,2,texture,3.39,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,plailass,sudo,8,texture_first,fixed,texture,shape,2.,2,shape,3.3,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,orvufaig,random,8,shape_first,fixed,shape,texture,2.,2,texture,3.36,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,3.36,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,3.9,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,2.72,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,qahftrxck,random,9,shape_first,fixed,shape,texture,2,2,texture,3.26,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,3.24,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,adinefults,sudo,10,shape_first,fixed,shape,texture,2.,2,texture,3.27,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,2.85,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2.,2,texture,3.28,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,14,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,3.27,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,shiple,sudo,6,shape_first,fixed,shape,texture,2,2,texture,3.33,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,plailass,sudo,8,shape_first,fixed,shape,texture,2.,2,texture,3.3,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,plailass,sudo,8,texture_first,fixed,texture,shape,2.,2,shape,3.37,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,ieyiccw,random,7,shape_first,fixed,shape,texture,2.,2,texture,3.23,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,ieyiccw,random,7,texture_first,fixed,texture,shape,2.,2,shape,4.92,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,3.33,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,3.85,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,3.26,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,3.43,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,qahftrxck,random,9,shape_first,fixed,shape,texture,2,2,texture,3.87,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,3.35,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,2.69,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,6.98,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,afnafq,random,6,shape_first,fixed,shape,texture,2.,2,texture,3.27,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,7.53,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2,2,texture,2.8,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,3.35,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,orvufaig,random,8,shape_first,fixed,shape,texture,2.,2,texture,3.86,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,15,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,5.95,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,shiple,sudo,6,shape_first,fixed,shape,texture,2.,2,texture,4.9,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,4.34,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,afnafq,random,6,shape_first,fixed,shape,texture,2.,2,texture,3.3,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,3.34,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,3.32,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,4.36,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,ieyiccw,random,7,shape_first,fixed,shape,texture,2.,2,texture,3.83,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,3.85,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,3.22,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,4.36,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,qahftrxck,random,9,shape_first,fixed,shape,texture,2,2,texture,3.38,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,qahftrxck,random,9,texture_first,fixed,texture,shape,1,1,texture,3.74,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,adinefults,sudo,10,shape_first,fixed,shape,texture,2.,2,texture,3.27,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,orvufaig,random,8,shape_first,fixed,shape,texture,2.,2,texture,3.82,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,3.78,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,3.84,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2.,2,texture,3.84,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,16,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,4.38,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,17,shiple,sudo,6,shape_first,fixed,shape,texture,2.,2,texture,3.81,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,17,shiple,sudo,6,texture_first,fixed,texture,shape,2.,2,shape,3.27,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,17,afnafq,random,6,shape_first,fixed,shape,texture,2,2,texture,3.3,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,17,afnafq,random,6,texture_first,fixed,texture,shape,2.,2,shape,3.31,3,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,17,clapher,sudo,7,shape_first,fixed,shape,texture,2,2,texture,2.24,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,17,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,2.76,2,1,1,0.0
llama4-scout,meta-llama/llama-4-scout-17b-16e-instruct,17,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,3.3,2,1,1,0.0
